Timestamp,ECG,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,TempC,IR,BPM,Red,SpO2,emotion_label,activity_label
2025-07-28T22:59:57.604654,0.651,9.837,0.081,0.072,0.097,-0.019,-0.402,37.2,1023,82,7806,98.3,Enthusiasm,Standing
2025-07-28T22:59:58.604654,1.712,9.893,0.038,0.038,-0.694,0.242,-0.091,37.3,1023,84,7391,97.9,Enthusiasm,Standing
2025-07-28T22:59:59.604654,1.21,9.796,0.006,-0.073,-0.064,-0.043,0.384,37.7,1023,83,7867,97.9,Enthusiasm,Standing
2025-07-28T23:00:00.604654,1.232,9.815,-0.034,-0.057,-0.064,0.311,0.466,37.3,1023,83,6955,98.0,Enthusiasm,Standing
2025-07-28T23:00:01.604654,1.386,9.731,-0.119,0.103,-0.489,0.06,0.336,37.3,1023,86,7708,99.2,Enthusiasm,Standing
2025-07-28T23:00:02.604654,1.881,9.797,0.022,-0.056,-0.353,-0.068,-0.386,37.2,1023,96,7511,98.1,Enthusiasm,Standing
2025-07-28T23:00:03.604654,1.771,9.827,-0.023,-0.029,0.259,0.171,0.185,37.5,1023,90,7760,98.2,Enthusiasm,Standing
2025-07-28T23:00:04.604654,1.415,9.851,-0.005,-0.05,0.507,-0.189,-0.012,37.7,1023,91,8072,98.4,Enthusiasm,Standing
2025-07-28T23:00:05.604654,1.241,9.718,0.036,-0.012,0.384,-0.312,0.047,37.5,1023,91,7592,97.7,Enthusiasm,Standing
2025-07-28T23:00:06.604654,1.742,9.774,0.122,-0.007,-0.282,0.207,0.526,37.5,1023,84,8012,97.8,Enthusiasm,Standing
2025-07-28T23:00:07.604654,1.766,9.774,0.023,0.083,0.011,-0.193,-0.042,37.2,1023,101,7835,97.5,Enthusiasm,Standing
2025-07-28T23:00:08.604654,2.0,9.852,0.042,0.012,-0.297,0.179,-0.271,37.2,1023,82,7755,97.3,Enthusiasm,Standing
2025-07-28T23:00:09.604654,1.138,9.919,-0.005,0.122,0.1,0.217,0.377,37.6,1023,89,7651,98.0,Enthusiasm,Standing
2025-07-28T23:00:10.604654,1.622,9.887,0.019,0.036,0.087,-0.328,-0.195,37.2,1023,80,7646,98.1,Enthusiasm,Standing
2025-07-28T23:00:11.604654,1.544,9.852,0.003,-0.014,-0.117,0.096,0.19,37.4,1023,90,7540,98.0,Enthusiasm,Standing
2025-07-28T23:00:12.604654,1.185,9.776,0.088,-0.085,0.112,0.418,-0.195,37.3,1023,94,7211,97.3,Enthusiasm,Standing
2025-07-28T23:00:13.604654,1.27,9.751,0.096,0.057,0.52,0.025,-0.321,37.8,1023,91,7885,97.9,Enthusiasm,Standing
2025-07-28T23:00:14.604654,1.472,9.754,0.011,-0.031,-0.075,0.353,0.396,37.6,1023,88,7696,97.8,Enthusiasm,Standing
2025-07-28T23:00:15.604654,1.566,9.87,-0.002,-0.079,0.169,-0.12,-0.099,37.9,1023,92,7573,97.9,Enthusiasm,Standing
2025-07-28T23:00:16.604654,1.71,9.833,0.04,-0.008,0.097,-0.468,-0.312,37.5,1023,89,7597,97.6,Enthusiasm,Standing
2025-07-28T23:00:17.604654,1.287,9.804,-0.041,0.01,-0.217,-0.122,-0.138,37.7,1023,100,7601,98.1,Enthusiasm,Standing
2025-07-28T23:00:18.604654,1.551,9.807,-0.012,-0.017,-0.152,0.359,-0.229,36.9,1023,98,8100,98.2,Enthusiasm,Standing
2025-07-28T23:00:19.604654,1.868,9.748,0.104,0.048,-0.583,0.714,-0.187,37.4,1023,88,7381,97.8,Enthusiasm,Standing
2025-07-28T23:00:20.604654,2.0,9.804,0.056,-0.022,-0.154,0.615,0.378,37.7,1023,91,7648,98.2,Enthusiasm,Standing
2025-07-28T23:00:21.604654,1.34,9.804,-0.046,-0.032,0.305,-0.168,-0.061,37.4,1023,93,7750,97.5,Enthusiasm,Standing
2025-07-28T23:00:22.604654,2.0,9.777,0.037,0.02,0.117,-0.107,0.633,37.7,1023,94,7941,98.2,Enthusiasm,Standing
2025-07-28T23:00:23.604654,2.0,9.839,0.021,0.028,0.016,0.407,0.369,37.4,1023,86,7660,98.4,Enthusiasm,Standing
2025-07-28T23:00:24.604654,1.954,9.842,0.075,0.027,-0.487,0.122,-0.014,37.2,1023,91,7675,97.4,Enthusiasm,Standing
2025-07-28T23:00:25.604654,1.518,9.784,-0.015,-0.042,-0.437,-0.335,0.14,37.1,1023,89,7344,97.4,Enthusiasm,Standing
2025-07-28T23:00:26.604654,1.737,9.736,-0.031,-0.015,0.275,-0.464,0.036,37.7,1023,84,7175,97.6,Enthusiasm,Standing
2025-07-28T23:00:27.604654,1.313,9.84,-0.077,0.017,0.149,0.559,0.214,37.6,1023,100,7705,98.5,Enthusiasm,Standing
2025-07-28T23:00:28.604654,1.35,9.762,0.014,-0.007,-0.203,-0.375,-0.62,37.6,1023,90,7511,96.9,Enthusiasm,Standing
2025-07-28T23:00:29.604654,2.0,9.855,0.073,-0.035,0.222,0.028,0.033,37.7,1023,95,7836,97.9,Enthusiasm,Standing
2025-07-28T23:00:30.604654,0.678,9.817,0.085,-0.023,0.37,-0.347,-0.221,37.1,1023,93,7884,99.1,Enthusiasm,Standing
2025-07-28T23:00:31.604654,1.45,9.791,-0.015,0.0,0.014,0.219,-0.072,37.8,1023,86,7668,97.7,Enthusiasm,Standing
2025-07-28T23:00:32.604654,1.823,9.778,0.06,0.042,0.325,0.478,-0.118,37.7,1023,92,8001,97.0,Enthusiasm,Standing
2025-07-28T23:00:33.604654,2.0,9.842,0.06,0.045,0.048,0.467,-0.055,37.6,1023,85,7755,97.2,Enthusiasm,Standing
2025-07-28T23:00:34.604654,2.0,9.876,-0.044,-0.036,0.451,0.046,-0.108,37.2,1023,86,7310,98.0,Enthusiasm,Standing
2025-07-28T23:00:35.604654,1.504,9.788,0.046,0.076,-0.021,0.505,0.104,37.5,1023,92,7953,97.8,Enthusiasm,Standing
2025-07-28T23:00:36.604654,1.655,9.81,-0.03,-0.049,-0.27,-0.98,0.181,37.5,1023,86,7183,98.5,Enthusiasm,Standing
2025-07-28T23:00:37.604654,1.315,9.763,-0.056,0.064,-0.166,-0.135,-0.052,37.6,1023,91,7825,98.7,Enthusiasm,Standing
2025-07-28T23:00:38.604654,1.465,9.795,-0.082,0.072,0.082,0.2,-0.133,37.3,1023,96,7458,97.7,Enthusiasm,Standing
2025-07-28T23:00:39.604654,1.506,9.811,0.035,0.02,0.396,0.248,0.38,37.8,1023,101,7294,98.0,Enthusiasm,Standing
2025-07-28T23:00:40.604654,1.541,9.811,-0.024,0.033,0.358,-0.042,0.528,37.3,1023,90,7585,97.6,Enthusiasm,Standing
2025-07-28T23:00:41.604654,0.356,9.791,0.061,0.07,0.074,-0.556,-0.052,37.4,1023,95,7957,97.5,Enthusiasm,Standing
2025-07-28T23:00:42.604654,0.632,9.813,0.035,-0.042,-0.058,-0.395,-0.09,37.3,1023,92,7152,98.7,Enthusiasm,Standing
2025-07-28T23:00:43.604654,1.28,9.779,-0.077,0.012,0.314,0.304,-0.342,37.6,1023,88,7451,98.6,Enthusiasm,Standing
2025-07-28T23:00:44.604654,1.817,9.864,0.017,-0.009,0.373,0.063,-0.103,37.4,1023,95,7280,98.0,Enthusiasm,Standing
2025-07-28T23:00:45.604654,1.657,9.825,-0.003,0.099,0.082,0.152,0.627,37.4,1023,83,7611,98.6,Enthusiasm,Standing
2025-07-28T23:00:46.604654,1.283,9.775,-0.039,0.065,0.072,0.028,0.56,37.4,1023,90,6853,97.8,Enthusiasm,Standing
2025-07-28T23:00:47.604654,1.843,9.82,-0.054,-0.006,0.129,-0.15,0.366,37.5,1023,94,7877,98.6,Enthusiasm,Standing
2025-07-28T23:00:48.604654,0.8,9.853,-0.024,-0.038,0.239,-0.102,-0.634,37.5,1023,92,8072,97.8,Enthusiasm,Standing
2025-07-28T23:00:49.604654,1.254,9.81,0.012,-0.072,0.227,0.065,-0.141,37.1,1023,91,7089,98.6,Enthusiasm,Standing
2025-07-28T23:00:50.604654,0.752,9.859,-0.079,-0.084,-0.095,-0.168,0.036,37.5,1023,93,7330,98.3,Enthusiasm,Standing
2025-07-28T23:00:51.604654,1.812,9.768,0.051,-0.023,-0.143,0.189,-0.085,37.7,1023,87,7630,98.5,Enthusiasm,Standing
2025-07-28T23:00:52.604654,1.803,9.823,-0.045,-0.063,0.63,-0.36,-0.005,37.5,1023,87,6951,97.9,Enthusiasm,Standing
2025-07-28T23:00:53.604654,0.756,9.726,-0.014,0.037,0.009,0.267,-0.195,37.7,1023,86,7424,98.0,Enthusiasm,Standing
2025-07-28T23:00:54.604654,0.872,9.758,0.023,0.061,0.097,-0.196,0.12,37.3,1023,88,7231,98.5,Enthusiasm,Standing
2025-07-28T23:00:55.604654,1.455,9.781,0.009,0.028,0.216,0.279,-0.194,37.5,1023,99,7379,98.2,Enthusiasm,Standing
2025-07-28T23:00:56.604654,1.457,9.845,-0.004,-0.025,-0.098,-0.488,0.375,37.8,1023,98,7426,98.0,Enthusiasm,Standing
2025-07-28T23:00:57.604654,1.219,9.806,-0.059,0.063,0.032,0.152,0.057,37.6,1023,99,7784,98.3,Enthusiasm,Standing
2025-07-28T23:00:58.604654,2.0,9.812,-0.017,0.048,-0.144,-0.029,0.447,37.7,1023,86,7750,97.8,Enthusiasm,Standing
2025-07-28T23:00:59.604654,1.139,9.825,-0.004,-0.081,-0.091,0.048,-0.516,37.2,1023,99,7578,97.7,Enthusiasm,Standing
2025-07-28T23:01:00.604654,1.283,9.78,-0.023,-0.084,0.576,0.028,0.687,37.8,1023,92,7161,98.6,Enthusiasm,Standing
2025-07-28T23:01:01.604654,2.0,9.767,-0.031,-0.052,-0.509,0.122,0.277,37.6,1023,88,7900,98.2,Enthusiasm,Standing
2025-07-28T23:01:02.604654,1.499,9.81,0.052,0.001,0.044,0.371,-0.089,37.4,1023,92,7968,97.4,Enthusiasm,Standing
2025-07-28T23:01:03.604654,1.881,9.702,0.031,0.032,0.347,-0.354,-0.121,37.6,1023,90,7419,96.7,Enthusiasm,Standing
2025-07-28T23:01:04.604654,1.739,9.839,-0.005,0.042,0.477,0.387,0.529,37.9,1023,85,7459,97.9,Enthusiasm,Standing
2025-07-28T23:01:05.604654,1.239,9.865,0.078,0.115,-0.328,0.032,0.235,37.6,1023,89,7788,98.1,Enthusiasm,Standing
2025-07-28T23:01:06.604654,2.0,9.843,-0.033,-0.014,0.438,0.273,0.204,37.5,1023,92,6938,97.9,Enthusiasm,Standing
2025-07-28T23:01:07.604654,1.474,9.754,-0.009,0.089,0.152,-0.27,-0.006,37.4,1023,92,7607,98.8,Enthusiasm,Standing
2025-07-28T23:01:08.604654,0.823,9.79,-0.02,-0.053,-0.198,0.068,-0.264,37.6,1023,79,7871,98.7,Enthusiasm,Standing
2025-07-28T23:01:09.604654,1.637,9.838,0.034,0.006,-0.028,0.036,-0.305,37.5,1023,92,7937,97.4,Enthusiasm,Standing
2025-07-28T23:01:10.604654,1.227,9.879,-0.048,0.079,-0.093,0.049,0.222,37.5,1023,83,7958,98.0,Enthusiasm,Standing
2025-07-28T23:01:11.604654,1.69,9.872,-0.004,-0.024,-0.629,-0.004,-0.476,37.5,1023,90,8165,99.1,Enthusiasm,Standing
2025-07-28T23:01:12.604654,1.478,9.918,0.055,-0.116,0.371,0.036,-0.369,37.3,1023,81,6948,97.8,Enthusiasm,Standing
2025-07-28T23:01:13.604654,0.939,9.826,0.04,-0.07,-0.279,-0.101,-0.037,37.6,1023,88,7492,98.3,Enthusiasm,Standing
2025-07-28T23:01:14.604654,1.623,9.783,0.002,-0.017,-0.133,-0.014,0.26,37.5,1023,95,8068,97.7,Enthusiasm,Standing
2025-07-28T23:01:15.604654,1.44,9.801,-0.044,0.085,-0.115,0.136,0.458,37.3,1023,92,7461,97.7,Enthusiasm,Standing
2025-07-28T23:01:16.604654,1.589,9.692,-0.009,0.004,0.439,0.293,0.146,37.4,1023,92,7608,98.0,Enthusiasm,Standing
2025-07-28T23:01:17.604654,1.183,9.82,-0.022,0.032,0.22,0.081,-0.234,37.4,1023,86,7702,98.0,Enthusiasm,Standing
2025-07-28T23:01:18.604654,1.65,9.759,-0.027,0.076,0.032,0.5,-0.161,37.5,1023,93,7502,98.1,Enthusiasm,Standing
2025-07-28T23:01:19.604654,1.251,9.758,0.049,0.041,0.063,0.096,0.265,37.5,1023,84,7623,97.3,Enthusiasm,Standing
2025-07-28T23:01:20.604654,1.567,9.755,-0.076,0.024,0.178,0.34,-0.213,37.8,1023,92,7502,98.5,Enthusiasm,Standing
2025-07-28T23:01:21.604654,1.43,9.833,-0.073,0.04,-0.094,0.183,0.036,37.1,1023,82,7907,98.4,Enthusiasm,Standing
2025-07-28T23:01:22.604654,1.788,9.78,-0.033,-0.029,0.095,0.003,0.211,37.4,1023,85,7685,97.8,Enthusiasm,Standing
2025-07-28T23:01:23.604654,1.832,9.709,-0.033,-0.017,-0.05,-0.4,-0.852,37.5,1023,93,7529,98.2,Enthusiasm,Standing
2025-07-28T23:01:24.604654,1.712,9.759,0.015,0.076,-0.268,0.029,-0.126,37.4,1023,96,8040,98.0,Enthusiasm,Standing
2025-07-28T23:01:25.604654,1.292,9.793,0.032,-0.077,-0.122,0.364,0.034,37.6,1023,91,7675,98.3,Enthusiasm,Standing
2025-07-28T23:01:26.604654,1.659,9.847,0.015,-0.012,0.331,-0.258,-0.232,37.3,1023,94,8122,97.9,Enthusiasm,Standing
2025-07-28T23:01:27.604654,1.785,9.766,-0.016,-0.042,0.645,-0.185,0.175,37.8,1023,97,7643,97.4,Enthusiasm,Standing
2025-07-28T23:01:28.604654,1.262,9.761,-0.081,0.021,-0.192,-0.258,0.272,37.4,1023,90,7397,98.3,Enthusiasm,Standing
2025-07-28T23:01:29.604654,1.04,9.849,0.006,0.077,0.059,-0.07,-0.532,37.6,1023,92,7683,98.1,Enthusiasm,Standing
2025-07-28T23:01:30.604654,1.722,9.88,-0.059,0.084,0.078,0.219,0.277,37.4,1023,90,7769,97.9,Enthusiasm,Standing
2025-07-28T23:01:31.604654,1.058,9.732,-0.01,0.014,-0.175,-0.155,0.225,37.2,1023,97,7641,97.7,Enthusiasm,Standing
2025-07-28T23:01:32.604654,1.125,9.809,-0.037,0.014,-0.042,0.52,-0.067,37.4,1023,90,7446,97.6,Enthusiasm,Standing
2025-07-28T23:01:33.604654,1.414,9.708,-0.056,-0.087,-0.167,0.139,-0.474,37.1,1023,96,8009,97.8,Enthusiasm,Standing
2025-07-28T23:01:34.604654,1.523,9.745,-0.038,-0.014,-0.135,-0.652,0.594,37.4,1023,83,7127,97.6,Enthusiasm,Standing
2025-07-28T23:01:35.604654,1.043,9.824,-0.023,0.014,0.337,0.411,-0.452,37.4,1023,88,7791,97.0,Enthusiasm,Standing
2025-07-28T23:01:36.604654,1.484,9.799,-0.0,-0.029,0.646,0.327,0.017,35.9,1023,56,6909,98.6,Sad,Standing
2025-07-28T23:01:37.604654,1.291,9.809,-0.098,0.054,-0.101,0.21,-0.525,35.9,1023,50,7393,97.3,Sad,Standing
2025-07-28T23:01:38.604654,1.69,9.82,0.064,0.025,0.279,0.297,-0.14,36.2,1023,60,7867,98.2,Sad,Standing
2025-07-28T23:01:39.604654,1.451,9.845,0.051,0.053,0.323,0.062,-0.224,36.0,1023,54,7619,97.3,Sad,Standing
2025-07-28T23:01:40.604654,1.528,9.731,-0.031,0.063,0.117,-0.303,-0.141,36.1,1023,53,7449,98.7,Sad,Standing
2025-07-28T23:01:41.604654,1.443,9.8,0.039,0.006,0.512,0.162,0.283,36.1,1023,53,7359,98.4,Sad,Standing
2025-07-28T23:01:42.604654,1.913,9.84,0.061,0.041,-0.538,0.067,-0.244,35.9,1023,55,7490,98.1,Sad,Standing
2025-07-28T23:01:43.604654,1.623,9.829,-0.034,0.081,0.14,0.268,0.07,35.6,1023,59,6931,98.0,Sad,Standing
2025-07-28T23:01:44.604654,1.404,9.781,0.057,-0.074,-0.087,0.538,0.071,36.0,1023,62,7172,97.6,Sad,Standing
2025-07-28T23:01:45.604654,1.17,9.812,-0.04,-0.043,0.009,-0.003,0.751,36.2,1023,53,6983,98.8,Sad,Standing
2025-07-28T23:01:46.604654,1.132,9.745,0.115,-0.042,0.187,-0.124,-0.356,35.8,1023,53,7438,96.9,Sad,Standing
2025-07-28T23:01:47.604654,1.25,9.786,-0.016,-0.037,-0.311,0.252,-0.112,35.7,1023,52,7692,99.1,Sad,Standing
2025-07-28T23:01:48.604654,1.483,9.793,-0.047,0.082,0.01,0.208,0.097,36.1,1023,52,7132,97.5,Sad,Standing
2025-07-28T23:01:49.604654,1.991,9.777,0.003,0.101,0.447,-0.283,0.43,35.8,1023,60,7309,98.2,Sad,Standing
2025-07-28T23:01:50.604654,1.266,9.863,-0.025,-0.017,0.184,-0.277,0.172,35.9,1023,50,7236,98.0,Sad,Standing
2025-07-28T23:01:51.604654,1.486,9.921,0.054,0.048,-0.001,0.191,-0.475,36.1,1023,65,7025,98.5,Sad,Standing
2025-07-28T23:01:52.604654,1.617,9.784,0.014,-0.031,-0.429,0.168,0.188,35.9,1023,59,6880,97.5,Sad,Standing
2025-07-28T23:01:53.604654,1.375,9.88,-0.058,0.053,0.072,0.259,-0.622,35.8,1023,57,7549,97.6,Sad,Standing
2025-07-28T23:01:54.604654,1.496,9.919,-0.0,-0.01,-0.182,-0.488,-0.136,36.1,1023,61,7938,97.8,Sad,Standing
2025-07-28T23:01:55.604654,1.477,9.77,-0.039,0.038,-0.062,0.574,-0.266,35.9,1023,65,7428,97.7,Sad,Standing
2025-07-28T23:01:56.604654,1.782,9.832,-0.036,-0.033,0.125,-0.308,-0.331,36.4,1023,54,7147,98.1,Sad,Standing
2025-07-28T23:01:57.604654,1.682,9.735,-0.028,-0.007,-0.506,0.168,-0.223,36.0,1023,58,6963,97.9,Sad,Standing
2025-07-28T23:01:58.604654,1.625,9.69,0.039,0.029,0.114,-0.168,0.312,35.8,1023,57,7474,98.2,Sad,Standing
2025-07-28T23:01:59.604654,1.443,9.793,0.035,-0.009,0.268,-0.034,0.094,36.1,1023,56,7770,97.4,Sad,Standing
2025-07-28T23:02:00.604654,1.41,9.722,0.078,0.03,0.023,0.274,0.43,36.0,1023,59,7783,98.3,Sad,Standing
2025-07-28T23:02:01.604654,1.343,9.749,-0.029,-0.024,0.379,-0.146,0.344,36.0,1023,50,7210,97.8,Sad,Standing
2025-07-28T23:02:02.604654,1.535,9.831,0.0,0.002,0.304,0.08,0.267,35.8,1023,52,7789,99.2,Sad,Standing
2025-07-28T23:02:03.604654,1.985,9.88,0.008,-0.011,-0.131,0.216,0.488,35.9,1023,57,7003,97.6,Sad,Standing
2025-07-28T23:02:04.604654,1.724,9.77,0.118,-0.01,-0.38,0.596,0.042,35.7,1023,57,7490,98.5,Sad,Standing
2025-07-28T23:02:05.604654,1.488,9.827,0.051,0.059,-0.092,-0.333,0.075,36.3,1023,57,7599,98.9,Sad,Standing
